symbol,censor_rate,alpha_gap,floor_binds
MSOT,0.21560574948665298,-0.026249572852239583,0.0
MTIL,0.038525963149078725,0.036055821987376016,1.0
MTL,0.030562347188264057,0.036891328499321085,0.0
MUGHAL,0.10609756097560975,0.062322527316769516,0.007308160779537149
MUREB,0.0407055630936228,0.19062375359352912,0.0
NATF,0.04704301075268817,0.04054248647185957,0.0
NBP,0.024390243902439025,0.023468054964263463,0.0
NCL,0.042735042735042736,0.014649603007809375,0.0
NCML,0.030478955007256895,0.03602292690123765,1.0
NCPL,0.026862026862026864,0.02038340934378058,0.23386114494518878
NESTLE,0.06321839080459771,0.029006929683223603,0.0
NETSOL,0.12942612942612944,0.029740666839823737,0.0
NEXT,0.10413694721825963,0.03503664843784347,0.7962962962962963
NICL,0.05128205128205128,0.06331421775417687,0.0
NML,0.024360535931790498,-0.00047494745023585194,0.0
NONS,0.17862595419847327,0.1840918013290651,0.0
NPL,0.02012578616352201,0.01886828153485287,0.0
NRL,0.07926829268292683,0.016838330767305787,0.0
NRSL,0.014616321559074299,-0.004893903612262079,1.0
OGDC,0.0048721071863581,0.0018956940439860126,0.0
OLPL,0.03504380475594493,0.03545820329245243,0.0
OML,0.15217391304347827,0.13867451459571212,1.0
OTSU,0.0944055944055944,0.05731370488735277,0.0
PACE,0.003667481662591687,-0.0006827504298432818,1.0
PAEL,0.09013398294762484,0.041307184585521156,0.10475030450669914
PAKD,0.13479052823315119,0.08377768949416098,0.0
PAKOXY,0.034574468085106384,0.017271012486161252,0.0
PAKRI,0.027672955974842768,0.018002069084746275,0.037641154328732745
PAKT,0.09278350515463918,0.005317226698305588,0.0
PASL,0.0,-9.706849357637992e-08,1.0
