symbol,n,censor_rate,omega_n,alpha_n,beta_n,ll_n,ok_n,omega_c,alpha_c,beta_c,ll_c,ok_c,omega_l,alpha_l,beta_l,ll_l,ok_l,alpha_gap,alpha_gap_partial,at_boundary,error
CNERGY,2476,0.012520193861066236,9.106173905916218e-05,0.14328739342949262,0.7691332346124832,5240.883342263505,True,9.803094819322165e-05,0.15977640315980957,0.754041031533188,5105.300012199543,True,0.00010096791006330564,0.1516982825122346,0.7537933735408693,5101.741207766064,True,0.008410889082741985,0.016489009730316945,False,
COLG,2043,0.033284385707293196,8.945775414586415e-06,0.1398491571707297,0.8549231342874755,5166.619571475132,True,1.0372755584096065e-05,0.1608961448323588,0.8391038551675685,4879.971882051239,True,9.945202885997611e-06,0.1506257965829763,0.8446061670878031,4876.151725082629,True,0.010776639412246602,0.021046987661629102,False,
CPHL,1287,0.024087024087024088,8.520003001826748e-05,0.1552485731326112,0.7249762441209175,2922.7023178819536,True,9.31753649156261e-05,0.1882038145785674,0.700147374781593,2779.450689155665,True,0.00010226484346859919,0.177449071999901,0.6881842235684505,2777.034622454791,True,0.02220049886728981,0.03295524144595621,False,
CPPL,2441,0.03850880786562884,9.281106136861177e-05,0.1805786777579132,0.6693690589592807,5721.738073869,True,0.00011501692278184353,0.25816715289570435,0.5994914555360038,5309.666081453511,True,0.00013243489844598705,0.24622995905772038,0.564743721769085,5315.953112555767,True,0.06565128129980718,0.07758847513779116,False,
CRTM,2429,0.062165500205846026,0.00012773628322789018,0.19963094604608822,0.6382792980176883,5361.659744096336,True,0.0001196509276732717,0.29016392613308134,0.6256257293128534,4750.319367568195,True,0.000133914988054325,0.2547645947119639,0.6110796120092687,4776.944077834228,True,0.05513364866587567,0.09053298008699312,False,
CSAP,2462,0.053208773354995936,6.0399569793494704e-05,0.14203651752934854,0.7933421236018896,5294.035932469647,True,6.349878843663547e-05,0.19583430338388302,0.7692612655710585,4742.8576517555875,True,8.269433736572478e-05,0.17382244717342996,0.7492947090029569,4739.987498717003,True,0.03178592964408142,0.053797785854534486,False,
CSIL,2472,0.007281553398058253,0.00013309099812622852,0.1712353293141362,0.775553060805573,4409.377417777172,True,0.0001350439405911596,0.1862562000495262,0.7666733856363546,4347.298541382961,True,0.00015024858857816642,0.18777614131070114,0.7541029598242175,4348.905897828547,True,0.01654081199656493,0.01502087073538999,False,
CTM,2433,0.006165228113440197,0.00048208325413230007,0.1296731868965237,0.5953847193896196,4339.943515894016,True,0.0005301480843522238,0.14237069519999979,0.5617496830064539,4273.67378563499,True,0.0005579233618893567,0.14305210935377488,0.5437543823453936,4274.536989996528,True,0.013378922457251169,0.012697508303476074,False,
CWSM,2210,0.06063348416289593,0.00017803704253758338,0.12318984074818166,0.8297267991963645,3281.0892237791013,True,0.0001364094462215874,0.17013896399042866,0.8267658366742761,2855.169380861054,True,0.00021868371604109413,0.15592484524629924,0.7967055642207799,2874.023173374585,True,0.03273500449811757,0.046949123242246996,False,
CYAN,2213,0.05377315860822413,8.278187608435253e-05,0.15012143067891695,0.7538526359649419,4821.191376978694,True,8.471196278461661e-05,0.1999517181504586,0.7379334488135239,4313.366727043578,True,0.0001014974456739663,0.18075850066415805,0.7175236233765534,4318.201972748453,True,0.0306370699852411,0.04983028747154164,False,
DAAG,1837,0.18780620577027762,0.00016051447807377501,0.1903457217826698,0.7447875723655959,3028.8782735122622,True,0.000331941420364037,0.3900827910521365,0.6099172089408725,1871.5462913178073,True,0.0002996299167512959,0.32264450871791694,0.6169488378808444,1918.32000113606,True,0.13229878693524713,0.1997370692694667,False,
DADX,1332,0.13063063063063063,0.0001582947704241949,0.19473648513196554,0.7051978786423005,2490.479160614318,True,0.00020119056052856767,0.3662983137700323,0.6337016862298543,1851.176566442673,True,0.0002664325984354374,0.29127377331374077,0.5928010851129069,1858.654781618311,True,0.09653728818177523,0.17156182863806677,False,
DAWH,2025,0.020246913580246915,3.996930294151661e-05,0.14544874270854802,0.7535406458612843,5212.599890839136,True,4.147858860118485e-05,0.17255563576464222,0.7381440746812229,5014.32689734684,True,4.289671093129881e-05,0.16280405677148208,0.7368932227411373,5017.489607835363,True,0.017355314062934057,0.027106893056094206,False,
DBCI,662,0.04833836858006042,0.0002193297144534353,0.14436138264075726,0.7705418042286012,1114.4712218496802,True,0.00023484121332167837,0.19943597917976716,0.7492293187312595,1000.0888624927868,True,0.0002881487086494539,0.19646794065671608,0.7131695733872891,1005.8895992220602,True,0.052106558015958815,0.055074596539009896,False,
DCL,2476,0.045234248788368334,9.458667712251002e-05,0.12574581938563617,0.8018583263218071,4894.024765675051,True,0.00010709030620986123,0.16493533233073127,0.7776391146975479,4437.929377251197,True,0.00012881060487838155,0.15005573522148816,0.7610280133721287,4435.860326115442,True,0.024309915835851986,0.039189512945095095,False,
DCR,2472,0.0,1.4856539141450032e-05,0.27033039911847834,0.642825139434269,7905.813058722413,True,1.4856539141450032e-05,0.27033039911847834,0.642825139434269,7905.813058722413,True,1.4856532367585862e-05,0.2703302610825489,0.6428252965957865,7905.813058722425,True,-1.3803592946448617e-07,0.0,False,
DEL,2086,0.038350910834132314,0.0001296128591639284,0.12441553587745899,0.8402488837470827,3150.142194331752,True,0.00017991895428075305,0.16344635815621894,0.80392572962909,2852.233821983916,True,0.000201545030982022,0.15098650492243265,0.7977545634339686,2847.804912087718,True,0.026570969044973664,0.03903082227875995,False,
DFML,2476,0.09531502423263329,0.00014047458462244022,0.14524116759225686,0.7720810036115832,4573.797715266795,True,0.00019123637226545437,0.26082381404222715,0.702380428161546,3680.4589414232764,True,0.00023335736450763958,0.20938061760253973,0.6839858912004918,3686.5203388217415,True,0.06413945001028287,0.1155826464499703,False,
DFSM,2466,0.017842660178426603,0.00021663932918579003,0.15064512075143166,0.7741858360749452,4007.851299829783,True,0.00021362704749908578,0.18077239566005873,0.7609277166725601,3857.6982078676883,True,0.0002722277226418543,0.18804821435311417,0.725926498022191,3866.810848778092,True,0.03740309360168251,0.030127274908627072,False,
DGKC,2472,0.032766990291262135,4.184252538061684e-05,0.0956885590691593,0.8421777822156489,5631.6578613604415,True,4.040490060289661e-05,0.11553172370939033,0.8374499582471981,5276.199810655743,True,4.22609980823856e-05,0.10310546750107749,0.8393493143194217,5279.687103494914,True,0.0074169084319181955,0.01984316464023103,False,
DIIL,599,0.17696160267111852,0.0004874552746537994,0.2556258424118535,0.5182928462188081,1025.321457677225,True,0.000664176183392901,0.5754810720233784,0.42418100633553,656.6007527267714,True,0.000609920120630413,0.41536895933828766,0.4381335526730451,669.3161955847661,True,0.15974311692643417,0.3198552296115249,False,
DINT,982,0.11710794297352342,9.051369710486257e-05,0.12000962422847294,0.8281472909304655,1810.647141828484,True,0.0001131268099468504,0.21100779881051646,0.7889922011887331,1379.3849926430198,True,0.00011572294775474159,0.1528482085138066,0.7995706016000583,1388.1475705821026,True,0.03283858428533365,0.09099817458204351,False,
DKL,956,0.036610878661087864,3.612098403036701e-05,0.11362260609496855,0.8863773939048427,1355.1819602490873,True,4.234867536668991e-05,0.1140267730504545,0.8859732269494993,1238.7005108244855,True,4.8735483517092704e-05,0.12839776040952844,0.8716022395904606,1244.568341065804,True,0.01477515431455989,0.0004041669554859517,True,
DLL,1699,0.02177751618599176,7.640297395859131e-05,0.09496587573484046,0.8035782864591374,3754.6811515891286,True,8.738089736335534e-05,0.11089664520270281,0.7831128321080219,3585.306338228202,True,9.590405311317501e-05,0.10578376565303431,0.7722439889234342,3584.153254703542,True,0.010817889918193851,0.015930769467862357,False,
DMTM,543,0.13996316758747698,0.0002760798760083749,0.18333693571926246,0.791935198154015,606.1297310874588,True,0.0003284848546172735,0.19631165742119133,0.8036883425787651,386.57010199767575,True,0.0005038816971625127,0.2049821325887183,0.7475099095256577,376.0988516834578,True,0.021645196869455846,0.01297472170192887,False,
DNCC,1881,0.0707070707070707,7.423758512072645e-05,0.11990461653631157,0.8437507975863938,3290.5276205302216,True,7.478682538270592e-05,0.17472070569429438,0.8209390564111991,2802.989820597592,True,9.463069058024346e-05,0.14021398066919505,0.8207719272398806,2800.702834318136,True,0.02030936413288348,0.054816089157982806,False,
DOL,2466,0.061232765612327655,4.6671663327114734e-05,0.13712369963164206,0.8074943087117454,5471.783882031176,True,4.2913418061514274e-05,0.1922185445629129,0.7943539698339913,4826.799983505317,True,4.992677473724182e-05,0.1539583501048032,0.7972637535042346,4826.727143206818,True,0.016834650473161128,0.05509484493127084,False,
DSIL,2467,0.015403323875152006,0.00041384995285083734,0.21803589136590357,0.599917601839469,4220.999267141385,True,0.00042057714422785145,0.2522082925767074,0.5838820362049362,4079.642728266915,True,0.00044227016273696543,0.2435301896044484,0.5742480382863577,4083.223183008447,True,0.02549429823854482,0.03417240121080384,False,
DSL,2475,0.011313131313131313,0.00011754660245786321,0.13184770582462832,0.7809914459421123,4876.007268005427,True,0.00012175138546683721,0.14528765809570415,0.7716235437746748,4756.807662056043,True,0.00012903162406711736,0.1418213914081225,0.7657426128464695,4756.013062836113,True,0.00997368558349418,0.013439952271075833,False,
DWAE,662,0.12386706948640483,0.0003947640453426857,0.357298372956369,0.42819108474891965,1233.1812210228893,True,0.0004468237790618871,0.6454429564190023,0.3545570435809767,974.3118606420983,True,0.0004720369862952766,0.5694354728987291,0.32724885970676665,1004.58382238856,True,0.21213709994236007,0.2881445834626333,False,
DWSM,2260,0.011504424778761062,0.0001209124978079498,0.1361870643034523,0.8420100140665596,3333.3011069166723,True,0.00012817391654372528,0.14382829818856724,0.8369121381132525,3231.023919414871,True,0.0001335393755278921,0.1412277108856524,0.8350967675580563,3229.1579207873297,True,0.005040646582200103,0.007641233885114951,False,
DWTM,1204,0.061461794019933555,4.2396378064869957e-05,0.08995789342242277,0.9079255743848722,1313.265114173064,True,7.401405567913914e-05,0.10636074392280784,0.8936392560767836,1072.791241964919,True,4.982518953625464e-05,0.0914270500506075,0.9060132271843515,1074.4476439427963,True,0.0014691566281847257,0.016402850500385063,False,
DYNO,2290,0.05895196506550218,0.00012123102724268805,0.15721120109387493,0.6780087881079662,5107.25003224313,True,0.00011387724937328916,0.22561995757143016,0.6720228511313517,4533.1997169096885,True,0.00013107903796129988,0.19503702997909964,0.6548290644181299,4540.649717269485,True,0.037825828885224705,0.06840875647755523,False,
ECOP,2334,0.0715509854327335,0.0001295655800323269,0.14133797681288296,0.7449709682699254,4696.0049068102735,True,0.000156137430476317,0.2208435408264594,0.6964748712917737,4017.282828198757,True,0.00019695803242496496,0.19249894091327535,0.6631176872006188,4023.7559247111435,True,0.05116096410039239,0.07950556401357645,False,
EFERT,2471,0.0028328611898017,3.979559230695874e-05,0.12793569117169212,0.7205133425551209,6816.07071269621,True,3.809592473210138e-05,0.12791148673433184,0.7292218656617718,6779.070733117747,True,3.971876715231836e-05,0.12915631207299155,0.7206470667275815,6779.137537265165,True,0.0012206209012994296,-2.4204437360286768e-05,False,
EFGH,1277,0.1707126076742365,0.00010686372641065654,0.11487920840022207,0.8268587966816883,2254.085789723956,True,0.0001860804037317379,0.26756924508160584,0.732430754918366,1476.8453352491804,True,0.00022210092790955223,0.21724661077429278,0.7078049049510735,1494.7674532896149,True,0.1023674023740707,0.15269003668138376,False,
EFUG,1966,0.015768056968463885,2.4932523661006865e-05,0.10632219216792896,0.8494422030216806,4732.158869205709,True,2.3066448384284043e-05,0.11191993332202642,0.853042010135619,4593.793569633839,True,2.369101799310648e-05,0.1069748561762568,0.8528281280772979,4595.792208428941,True,0.0006526640083278357,0.00559774115409746,False,
EFUL,1891,0.022739291380222106,4.253735871558331e-05,0.15584202872193242,0.7543653828143616,4716.500494141559,True,3.8898637377863975e-05,0.17092157034724076,0.7619246837438689,4521.367295909583,True,3.9955276594736176e-05,0.1583137478005901,0.7632818368625621,4525.013494600766,True,0.002471719078657675,0.015079541625308335,False,
ELCM,750,0.13733333333333334,0.00016259579484301955,0.15952274868953942,0.7646893359197772,1313.9678502344545,True,0.000240636032417957,0.311613123540622,0.6883868764571628,952.5820431123974,True,0.0002639652299749848,0.2452645603958742,0.6728125671730043,959.2599321703173,True,0.08574181170633477,0.15209037485108257,False,
ELSM,1132,0.08303886925795052,6.496562989043423e-05,0.08975748598189223,0.8735227275253528,2044.064758859015,True,0.00039070713425327404,0.29547609295291855,0.5651977676736241,1688.2902147053605,True,0.0004776550726786795,0.2779409487984309,0.5003066832614487,1690.329084699323,True,0.18818346281653867,0.2057186069710263,False,
EMCO,1840,0.1516304347826087,0.0004396161280943976,0.20446987846424675,0.5174212798116224,3371.683606391309,True,0.0005417354619660837,0.44865637807350944,0.43911517289907387,2346.4940505622435,True,0.0005042869052938045,0.3115483060607843,0.4791516621012564,2369.2756984304283,True,0.10707842759653757,0.2441864996092627,False,
ENGRO,2046,0.004398826979472141,2.117616945773265e-05,0.14084024322028557,0.7839262607867065,5658.310206603497,True,2.048639934798527e-05,0.144384144892609,0.7859833601814246,5613.999201679978,True,2.1129303835799907e-05,0.14246656378466194,0.7835392779609522,5613.524812296282,True,0.0016263205643763656,0.003543901672323435,False,
ENGROH,2451,0.019175846593227255,3.656626342457596e-05,0.13386081411749826,0.7834771531907134,6173.7071999892705,True,3.8823429259615095e-05,0.15997376550044656,0.7655368247999044,5949.505385754302,True,4.1487846339992884e-05,0.1540852485685506,0.7589684546087994,5952.283587599102,True,0.020224434451052348,0.026112951382948307,False,
EPCL,2468,0.03565640194489465,3.801748643385161e-05,0.11003973421114036,0.8256181339298718,5817.557990155857,True,3.705593605895499e-05,0.13113482692424933,0.8220419619575503,5423.861749060131,True,3.968514648157234e-05,0.12000285570294528,0.8192112138399334,5430.0597055419785,True,0.009963121491804922,0.02109509271310897,False,
EPQL,2459,0.010166734444896299,2.564135413429011e-05,0.1234010305673121,0.7993934100180404,6654.499653319962,True,2.6080507428665995e-05,0.13421966556749773,0.7941649655579903,6521.313979885051,True,2.690848953408438e-05,0.12778388063446472,0.7930711523098879,6519.087025586578,True,0.004382850067152624,0.010818635000185636,False,
ESBL,2405,0.09771309771309772,0.0006570815850708604,0.21366427314078287,0.44342185075108964,4202.346226276932,True,0.0007414101085792574,0.3784808626355376,0.39239025975805486,3355.618900598425,True,0.0007925640126847535,0.36677314219315865,0.34580600181255655,3391.54004304061,True,0.15310886905237578,0.16481658949475472,False,
EXIDE,2388,0.06490787269681741,7.039765770184662e-05,0.1692279055594419,0.7381438775269468,5402.672479961141,True,7.360070654715043e-05,0.2538695284697112,0.707348244390033,4750.654920842559,True,8.62398745195179e-05,0.21349949065871004,0.6955414959307633,4756.827651886225,True,0.04427158509926815,0.08464162291026933,False,
FABL,2468,0.02188006482982172,0.0001137970687046906,0.17821322423671834,0.6045432007821283,5957.12496053064,True,0.00012916630723264905,0.21699111193800058,0.5614513715472376,5700.427775419423,True,0.00013468214244524306,0.20916980882961542,0.5501572760115736,5702.830830615582,True,0.030956584592897074,0.03877788770128224,False,
FASM,1362,0.07782672540381791,7.039779012066124e-05,0.10125739420757343,0.8435660148305106,2669.7611962507626,True,7.229406958338965e-05,0.1360150355773323,0.8358259581994985,2251.2183623354676,True,7.478988792075774e-05,0.10938278606800814,0.8411132954133931,2253.2348423703534,True,0.008125391860434705,0.03475764136975887,False,
FATIMA,2467,0.007701661937576003,4.4865473301612067e-05,0.11676682071709003,0.7626326821248128,6353.907251413634,True,4.602853381369008e-05,0.12296967251679476,0.7576764394954014,6256.781847072833,True,4.62979270955056e-05,0.12017897067357591,0.7576399328603195,6256.111050229658,True,0.00341214995648588,0.006202851799704728,False,
FCCL,2471,0.02387697288547147,5.404852730256464e-05,0.12052486738734135,0.7893093609627325,5791.781054981108,True,6.120568806502758e-05,0.15042982154693946,0.76203634511977,5524.563248428379,True,7.396331424750784e-05,0.15136006636196292,0.7332129446459128,5526.21646044625,True,0.030835198974621572,0.02990495415959811,False,
FCEL,637,0.07849293563579278,4.403132808991018e-05,0.13648897281460315,0.8635110271811988,1031.8610206224967,True,7.122145192018547e-05,0.15390816417961667,0.8460918358182807,858.9452133643332,True,7.96165431549449e-05,0.1550541731156264,0.8374375628213566,863.3793795478764,True,0.018565200301023238,0.01741919136501352,True,
FCEPL,2473,0.033966841892438336,6.301990579108661e-05,0.11397940360243974,0.7851243736581714,5724.328238876878,True,6.368173964889167e-05,0.13982789210249577,0.7768877337051627,5342.756384688582,True,6.901068133714314e-05,0.12678915882609954,0.7718244168030584,5343.144216439519,True,0.012809755223659791,0.025848488500056027,False,
FCIBL,1318,0.1282245827010622,0.00027575230246367996,0.18825980119144292,0.7735573001948127,1635.0723512025188,True,0.00047280169729454883,0.3048582007893473,0.6951417992092522,1120.2540745207825,True,0.0006341211137631917,0.2866130290633593,0.6483852022150391,1117.402030983216,True,0.09835322787191636,0.11659839959790436,False,
FCL,568,0.01232394366197183,9.803069094980527e-05,0.08741344427501796,0.7197546539296928,1361.0269766424726,True,9.748371198735616e-05,0.08504534147920043,0.7291581538460916,1323.2310530365235,True,0.00010118993754799801,0.0828620226206718,0.72228913905652,1322.8440661981144,True,-0.0045514216543461605,-0.002368102795817534,False,
FCSC,2462,0.005280259951259139,0.00042721547690586175,0.20667831065139103,0.6477176535158373,3960.879340002982,True,0.0004265220409050977,0.21905809659114317,0.6428495696579832,3914.211487593159,True,0.0004530252538655552,0.22048111062080478,0.6290589360906482,3914.869305297256,True,0.013802799969413748,0.012379785939752141,False,
FDIBL,1850,0.005405405405405406,0.0006978643384492986,0.21086300992724383,0.5523305335173461,2920.6632368002693,True,0.0007106130555251514,0.22858124449216669,0.5403217948478471,2887.6308229586375,True,0.0007163571429232663,0.22330193501813023,0.5394385176441607,2888.0657746620896,True,0.012438925090886399,0.017718234564922858,False,
FDPL,2467,0.006890960680989056,0.000610882697435697,0.19603404167866628,0.5726242708734712,4003.1747380638817,True,0.0006266291436652098,0.21451191547363602,0.5588922036303778,3942.897594205562,True,0.0006407780686612634,0.20976852858030554,0.5537224923980661,3943.076751909856,True,0.013734486901639253,0.018477873794969735,False,
FECTC,2259,0.06285967242142541,7.837014541973585e-05,0.15731000729071803,0.7737847143633212,4659.07944268121,True,9.304517744085511e-05,0.23604583221142106,0.7290593151159437,4082.609933302896,True,0.00010478574840945153,0.19463150326845702,0.7282600699535724,4082.941305108108,True,0.03732149597773898,0.07873582492070302,False,
FEROZ,2467,0.05918119173084718,4.114524727606987e-05,0.13742567475340517,0.8093573081680916,5596.9967953783635,True,3.739071101385605e-05,0.192693426981358,0.7953086463036838,4980.881550891844,True,4.695937818255104e-05,0.1618336000987377,0.7884030055148662,4984.833164517159,True,0.024407925345332537,0.05526775222795283,False,
FFBL,2038,0.03729146221786065,9.688602456115839e-06,0.058967828425476265,0.9268873488781557,4773.04510543482,True,9.257410713118717e-06,0.06984320610657135,0.9236899604287766,4424.103338787184,True,1.0891706850026845e-05,0.06149950837240309,0.9237845377834735,4422.141688648712,True,0.0025316799469268236,0.010875377681095089,False,
FFC,2474,0.006063055780113177,6.394247479027488e-06,0.09379410089523896,0.8852403947129364,7004.773950479286,True,6.185785569538255e-06,0.09599733426988617,0.8859206960139232,6926.482337653019,True,6.737434978084727e-06,0.09699166439300512,0.881418898183841,6925.405812942647,True,0.003197563497766162,0.002203233374647215,False,
FFL,2474,0.06022635408245756,9.444959757023727e-05,0.15104812619071697,0.7466555088599707,5302.337899687225,True,0.00010543661766042203,0.24075167231221506,0.6986455926275112,4689.465675297809,True,0.00012566700815344395,0.20372375577447452,0.6838157547051089,4695.5967060070825,True,0.052675629583757544,0.08970354612149808,False,
FLYNG,2418,0.055417700578990904,0.0001800035075192892,0.24810614785434376,0.6016525304357923,4940.636980771072,True,0.00018431399905637742,0.3802726995046612,0.5521578589001901,4418.703382391692,True,0.0002241656788630578,0.32936657251976276,0.5229474711528372,4424.16792952348,True,0.081260424665419,0.13216655165031743,False,
FML,2153,0.03808639108221087,5.395462508124151e-05,0.15902281245621802,0.7680522850585567,4900.390513324694,True,6.016591912937191e-05,0.2045337401693162,0.7402478857051684,4546.246192802724,True,6.88921931263824e-05,0.19370673809447275,0.7241041180829644,4549.118293102368,True,0.03468392563825473,0.04551092771309817,False,
FNEL,2412,0.061774461028192375,5.866938953773023e-05,0.10660857861425554,0.8703375207337177,4241.630416922613,True,6.58676642799128e-05,0.15596357195978133,0.8440364280402103,3708.201396892074,True,7.97301959679018e-05,0.13779137804631167,0.8372884643342333,3719.0636160409485,True,0.031182799432056124,0.04935499334552579,False,
FRCL,1591,0.147705845380264,0.0002545444744095316,0.17574969267420265,0.7134522998294031,2647.9000295063224,True,0.0002903713721603463,0.3315438619994362,0.6684561379996237,1827.0329513399681,True,0.00041655661833231927,0.26818642653583447,0.612053740980341,1843.9562339329896,True,0.09243673386163181,0.15579416932523354,False,
FRSM,1833,0.05782869612656847,0.00012231035007368763,0.17739556690505637,0.6976675282237372,3863.4200555575057,True,0.00013685997933215232,0.26011412453638255,0.653794494624999,3426.3593927678853,True,0.00018960997744484664,0.2339123341485399,0.5983648706617458,3427.29652959142,True,0.056516767243483534,0.08271855763132618,False,
FZCM,1700,0.08,0.00014113567387274124,0.15030335922579768,0.7464023095502648,3281.5071156913546,True,0.0002154640277764561,0.24989355613265155,0.6570331215044684,2748.9033222991843,True,0.00027871794213218135,0.2216748243037542,0.6073496705236938,2750.7433479532797,True,0.07137146507795653,0.09959019690685386,False,
GADT,2112,0.03787878787878788,9.834683522353473e-05,0.13936568094692675,0.730242270068987,4689.442785844962,True,0.00010908799407266241,0.17295883890782848,0.7078117891344857,4334.57205189389,True,0.00011721442021877729,0.15928616454372968,0.6989784308490232,4335.877474326724,True,0.01992048359680293,0.03359315796090173,False,
GAIL,1235,0.017813765182186234,0.00027726023302136705,0.138127721598452,0.6763659861423498,2323.254058489839,True,0.000298503198698873,0.14906288784705118,0.6631220258678078,2228.704435705721,True,0.00030799813178376215,0.14365057400512143,0.6572782147156764,2227.7420623174794,True,0.005522852406669443,0.010935166248599193,False,
GAL,2468,0.08954619124797407,5.45350490430657e-05,0.12982849890424147,0.8242468697320271,5024.455428831526,True,5.647078743223208e-05,0.20547679410732417,0.7945232058921635,4147.1620114359475,True,7.972542257042102e-05,0.16801123566094422,0.7790717971071326,4152.836484379817,True,0.03818273675670275,0.0756482952030827,False,
GAMON,1918,0.14129301355578727,3.8360458499214376e-05,0.11198779534807275,0.8746541188796831,3183.6625103235624,True,0.00011984261663981256,0.19897076367367295,0.8010292363260461,2218.967475964962,True,0.00012526032219946728,0.16804416826909357,0.7961450770622684,2218.4576757742784,True,0.05605637292102082,0.0869829683256002,False,
GATI,1666,0.10624249699879952,4.447501072723871e-05,0.17844432731356313,0.7926838887595169,3335.646842396359,True,5.480489797973102e-05,0.23758455607285728,0.762415443927139,2675.979845223091,True,5.1602800296428314e-05,0.20776183070530485,0.7700447109514641,2683.9302783079556,True,0.029317503391741717,0.059140228759294144,False,
GATM,2469,0.022681247468610773,9.947334807585667e-05,0.14043857051689768,0.6870921566504462,5789.279717032631,True,0.00010613604081291091,0.16557073919449072,0.6680291349990983,5534.599809989877,True,0.00011043173328712693,0.16190977059705458,0.6580116385263541,5538.86663807717,True,0.021471200080156905,0.025132168677593048,False,
GCIL,954,0.029350104821802937,0.00013128173398473683,0.17106177582879672,0.7017220987521735,1987.3503017550381,True,0.00013879892104864695,0.2166335183933332,0.675929000135858,1869.3020112773488,True,0.00014485262274998995,0.19956544996443326,0.6733040550219206,1869.6524607378778,True,0.028503674135636536,0.04557174256453647,False,
GFIL,1997,0.02954431647471207,5.088185112719847e-05,0.08889412415895015,0.9002360706616492,2950.0601502833033,True,6.002133565908321e-05,0.10859017193665055,0.8864958401208944,2728.3000853048597,True,6.366197442166709e-05,0.09298324699055377,0.8933103374696791,2719.5495945066446,True,0.00408912283160362,0.0196960477777004,False,
GGGL,2468,0.034440842787682335,9.51933109629637e-05,0.1607382083028145,0.7532925371595296,5120.953373514009,True,0.00010246011025513994,0.19853781817600374,0.7330306503854334,4760.22634122305,True,0.00010698036166106626,0.17433265658951458,0.7374978940276635,4756.332012272261,True,0.01359444828670009,0.037799609873189255,False,
GGL,2472,0.05177993527508091,5.439048302100498e-05,0.12672101205988928,0.8220456323186593,5178.039948207358,True,5.5899829287024266e-05,0.1725563674348078,0.8025525962815261,4649.85616830011,True,7.693129634973265e-05,0.15953734662321498,0.7776940657563454,4653.191018278974,True,0.032816334563325694,0.04583535537491851,False,
GHGL,2462,0.017059301380991064,2.722753598378691e-05,0.12428531472417781,0.8156318963139568,6236.98782751277,True,3.3849355577053174e-05,0.15494977195743417,0.7807690420791197,6039.01303551159,True,4.270222282497548e-05,0.15931405444209754,0.7495216626902259,6039.611916181632,True,0.03502873971791973,0.030664457233256365,False,
GHNI,2469,0.07816929931146213,6.595858304295422e-05,0.12501872592810792,0.8121876591429283,5121.998163838149,True,7.235810319350069e-05,0.18867316127928108,0.7847648662880337,4332.94723804642,True,9.310866821611875e-05,0.15810207075556046,0.7688703234567715,4339.249421005093,True,0.03308334482745254,0.06365443535117316,False,
GLAXO,2472,0.023867313915857606,2.9637801074249992e-05,0.164549355566671,0.7796705022578512,6230.7988241147405,True,3.0200394440594288e-05,0.1983481791363455,0.7642005809574,5955.771546623992,True,3.0776823800993145e-05,0.1738891087967249,0.7738255203105149,5953.083796431803,True,0.009339753230053899,0.03379882356967451,False,
GLPL,1539,0.06952566601689408,0.00011606090809663803,0.21296564312628585,0.6804051354193104,3238.5026719495972,True,0.0001699823515441961,0.3968191789161246,0.5517533413971207,2826.5183547162055,True,0.00026412748510482037,0.3803953304960019,0.43164146140836124,2840.002670804387,True,0.16742968736971603,0.18385353578983876,False,
GOC,1192,0.10234899328859061,0.00016190256571672133,0.15360408924022773,0.7492976867774761,2180.67968195553,True,0.00019805524623758237,0.23226640000898136,0.7163716425524029,1718.3696604134348,True,0.0002547134068615557,0.19637515287285195,0.6811111862451562,1719.4822506820187,True,0.04277106363262423,0.07866231076875363,False,
GRR,898,0.005567928730512249,8.102199583830302e-06,0.15676309138964495,0.8432369086103306,2310.2172451088118,True,8.53754037728688e-06,0.16093484574008393,0.8390651542596856,2287.3499385179625,True,8.130208931724201e-06,0.15676327801140005,0.8432366948246761,2285.257737483554,True,1.8662175510497647e-07,0.004171754350438983,True,
GRYL,1570,0.07834394904458598,0.00011962922153501126,0.1137382070496652,0.8696311571603745,1874.9160826547402,True,0.00021241733588036075,0.194003606269742,0.8059963937302208,1522.2564846149096,True,0.0002873680073520202,0.193979166472797,0.7755814360477822,1525.354392538432,True,0.08024095942313181,0.0802653992200768,False,
GSKCH,1427,0.056762438682550806,7.867481833308603e-05,0.17122285059363704,0.693566241347116,3356.613780904723,True,7.64600063260951e-05,0.24460153898009818,0.6748871504131354,3014.9297330025024,True,9.633816847206107e-05,0.23519644236222637,0.6298298667269943,3028.686894479501,True,0.06397359176858933,0.07337868838646114,False,
GSPM,658,0.022796352583586626,0.0006976947772093712,0.10584854107132743,0.7254984494141192,913.342850417049,True,0.0007608980021867723,0.13284090131287157,0.7031680125173103,858.876343184457,True,0.0007609096536376962,0.1219678559644062,0.7055816827672168,858.4125143799133,True,0.01611931489307876,0.02699236024154414,False,
GTYR,2466,0.0494728304947283,8.358399820573622e-05,0.13850928288970032,0.745473991101697,5543.8614687310865,True,8.958361796116909e-05,0.191050844217851,0.7199717066234708,5016.654070933124,True,0.0001120688419313881,0.18850852968298226,0.6783992314211369,5032.086819579433,True,0.04999924679328194,0.05254156132815069,False,
GUSM,635,0.08031496062992126,0.0005230887936495067,0.11280222342492163,0.7456135895718912,914.370542834895,True,0.0006616937486183907,0.21604759248574912,0.6820010913292642,746.0942397020941,True,0.0007461906162173253,0.1960361088802247,0.6483020975872311,748.8212371249243,True,0.08323388545530308,0.10324536906082749,False,
